gene_id	gene_type	gene_name	level
ENSG00000228140.1	lincRNA	RP3-467K16.4	level 2
ENSG00000142634.8	protein_coding	EFHD2	level 2
ENSG00000162438.7	protein_coding	CTRC	level 2
ENSG00000142615.7	protein_coding	CELA2A	level 2
ENSG00000215704.5	protein_coding	CELA2B	level 2
ENSG00000132906.13	protein_coding	CASP9	level 1
ENSG00000116138.8	protein_coding	DNAJC16	level 2
ENSG00000251866.1	snoRNA	SCARNA21	level 3
ENSG00000272510.1	antisense	RP4-680D5.8	level 2
ENSG00000116771.5	protein_coding	AGMAT	level 2
ENSG00000237301.1	antisense	RP4-680D5.2	level 2
ENSG00000235084.2	pseudogene	CHCHD2P6	level 1
ENSG00000252417.1	snRNA	RNU7-179P	level 3
ENSG00000236500.1	pseudogene	RP4-680D5.4	level 2
ENSG00000197312.7	protein_coding	DDI2	level 2
ENSG00000215695.1	protein_coding	RSC1A1	level 2
ENSG00000271742.1	lincRNA	RP4-680D5.9	level 2
ENSG00000116786.7	protein_coding	PLEKHM2	level 2
ENSG00000264048.1	miRNA	AL121992.1	level 3
ENSG00000237938.1	antisense	RP11-288I21.1	level 2
ENSG00000162461.7	protein_coding	SLC25A34	level 2
ENSG00000224459.1	antisense	RP11-169K16.4	level 2
ENSG00000162460.6	protein_coding	TMEM82	level 2
ENSG00000162458.8	protein_coding	FBLIM1	level 2
ENSG00000224321.1	pseudogene	RP11-169K16.6	level 1
ENSG00000233954.4	pseudogene	RP11-169K16.7	level 2
ENSG00000178715.7	pseudogene	RP11-169K16.8	level 1
ENSG00000179743.2	antisense	RP11-169K16.9	level 2
ENSG00000065526.6	protein_coding	SPEN	level 2
ENSG00000238818.1	snoRNA	snoU13	level 3
ENSG00000270620.1	pseudogene	RP1-134O19.3	level 1
ENSG00000116809.7	protein_coding	ZBTB17	level 2
ENSG00000234607.2	pseudogene	RP11-5P18.1	level 1
ENSG00000231353.1	pseudogene	RP11-5P18.3	level 2
ENSG00000224966.4	pseudogene	TBC1D3P6	level 2
ENSG00000183888.4	protein_coding	C1orf64	level 2
ENSG00000233078.1	antisense	RP11-5P18.5	level 2
ENSG00000173641.13	protein_coding	HSPB7	level 1
ENSG00000186510.7	protein_coding	CLCNKA	level 2
ENSG00000232456.1	pseudogene	RP11-5P18.10	level 2
ENSG00000184908.13	protein_coding	CLCNKB	level 2
ENSG00000185519.8	protein_coding	FAM131C	level 2
ENSG00000142627.9	protein_coding	EPHA2	level 2
ENSG00000227959.1	antisense	RP11-276H7.2	level 2
ENSG00000224621.1	antisense	RP11-276H7.3	level 1
ENSG00000234166.1	antisense	ARHGEF19-AS1	level 2
ENSG00000142632.12	protein_coding	ARHGEF19	level 2
ENSG00000237276.4	pseudogene	ANO7P1	level 2
ENSG00000204377.3	protein_coding	C1orf134	level 3
ENSG00000132881.7	protein_coding	RSG1	level 2
ENSG00000233929.1	pseudogene	MT1XP1	level 1
ENSG00000037637.6	protein_coding	FBXO42	level 2
ENSG00000055070.12	protein_coding	SZRD1	level 2
ENSG00000226457.1	pseudogene	RP11-430L17.1	level 1
ENSG00000187144.7	protein_coding	SPATA21	level 1
ENSG00000157191.15	protein_coding	NECAP2	level 1
ENSG00000226029.1	lincRNA	RP4-798A10.2	level 2
ENSG00000080947.10	pseudogene	CROCCP3	level 2
ENSG00000206652.1	snRNA	RNU1-1	level 3
ENSG00000261135.1	lincRNA	RP4-798A10.7	level 2
ENSG00000224174.2	lincRNA	RP4-798A10.4	level 2
ENSG00000233421.3	lincRNA	U1	level 2
ENSG00000268674.1	protein_coding	AL355149.2	level 3
ENSG00000225710.1	pseudogene	RP5-875O13.6	level 1
ENSG00000266584.1	miRNA	AL355149.1	level 3
ENSG00000219481.6	protein_coding	NBPF1	level 2
ENSG00000271732.1	lincRNA	RP5-1182A14.5	level 2
ENSG00000215908.5	lincRNA	CROCCP2	level 2
ENSG00000186301.7	pseudogene	MST1P2	level 2
ENSG00000207513.1	snRNA	RNU1-3	level 3
ENSG00000237847.2	protein_coding	AL137798.1	level 3
ENSG00000264742.1	miRNA	AL021920.1	level 3
ENSG00000236698.1	pseudogene	EIF1AXP1	level 1
ENSG00000268869.1	pseudogene	ESPNP	level 1
ENSG00000268991.1	protein_coding	AL021920.2	level 3
ENSG00000058453.12	protein_coding	CROCC	level 2
ENSG00000207389.1	snRNA	RNU1-4	level 3
ENSG00000227684.1	pseudogene	CROCCP4	level 2
ENSG00000186715.6	pseudogene	MST1L	level 1
ENSG00000223643.2	lincRNA	RP11-108M9.1	level 1
ENSG00000230239.1	lincRNA	RP11-108M9.2	level 2
ENSG00000263811.1	miRNA	MIR3675	level 3
ENSG00000228549.2	lincRNA	U1	level 2
ENSG00000238142.1	lincRNA	RP11-108M9.4	level 1
ENSG00000235241.1	pseudogene	RP11-108M9.5	level 2
ENSG00000207005.1	snRNA	RNU1-2	level 3
ENSG00000272426.1	lincRNA	RP11-108M9.6	level 2
ENSG00000117122.9	protein_coding	MFAP2	level 2
ENSG00000226526.1	antisense	RP1-37C10.3	level 2
ENSG00000159363.13	protein_coding	ATP13A2	level 1
ENSG00000117118.5	protein_coding	SDHB	level 2
ENSG00000117115.8	protein_coding	PADI2	level 2
ENSG00000252180.1	misc_RNA	Y_RNA	level 3
ENSG00000204362.5	lincRNA	RP11-380J14.1	level 2
ENSG00000142623.8	protein_coding	PADI1	level 2
ENSG00000142619.4	protein_coding	PADI3	level 2
ENSG00000266634.1	miRNA	MIR3972	level 3
ENSG00000159339.9	protein_coding	PADI4	level 2
ENSG00000269468.1	protein_coding	AC004824.2	level 3
ENSG00000256049.2	processed_transcript	PADI6	level 2
ENSG00000227751.1	antisense	RP1-20B21.4	level 2
ENSG00000179051.9	protein_coding	RCC2	level 2
ENSG00000266727.1	miRNA	AC004824.1	level 3
ENSG00000239020.1	snoRNA	snoU13	level 3
ENSG00000074964.12	protein_coding	ARHGEF10L	level 2
ENSG00000236648.1	lincRNA	RP11-473A10.2	level 1
ENSG00000117148.6	protein_coding	ACTL8	level 2
ENSG00000261781.1	lincRNA	RP11-174G17.2	level 2
ENSG00000117154.7	protein_coding	IGSF21	level 2
ENSG00000230035.2	antisense	RP11-174G17	level 2
ENSG00000225387.1	lincRNA	RP11-422P22.1	level 1
ENSG00000179023.7	protein_coding	KLHDC7A	level 2
ENSG00000235282.2	pseudogene	RP1-8B22.1	level 1
ENSG00000225478.2	pseudogene	RP1-8B22.2	level 2
ENSG00000009709.7	protein_coding	PAX7	level 2
ENSG00000179002.5	protein_coding	TAS1R2	level 1
ENSG00000255275.3	protein_coding	RP13-279N23.2	level 2
ENSG00000159423.12	protein_coding	ALDH4A1	level 1
ENSG00000265606.1	miRNA	MIR4695	level 3
ENSG00000221662.1	miRNA	MIR1290	level 3
ENSG00000169991.6	protein_coding	IFFO2	level 1
ENSG00000272084.1	3prime_overlapping_ncrna	RP5-1126H10.2	level 2
ENSG00000127481.10	protein_coding	UBR4	level 2
ENSG00000266098.1	miRNA	AL137127.1	level 3
ENSG00000230424.1	antisense	RP1-43E13.2	level 2
ENSG00000127463.9	protein_coding	EMC1	level 1
ENSG00000053372.4	protein_coding	MRTO4	level 2
ENSG00000211454.9	polymorphic_pseudogene	AKR7L	level 2
ENSG00000162482.4	protein_coding	AKR7A3	level 2
ENSG00000270728.1	pseudogene	RP4-657E11.10	level 1
ENSG00000053371.8	protein_coding	AKR7A2	level 2
ENSG00000200403.1	snRNA	RNU6-1099P	level 3
ENSG00000040487.8	protein_coding	PQLC2	level 1
ENSG00000265192.1	misc_RNA	RN7SL85P	level 3
ENSG00000077549.13	protein_coding	CAPZB	level 2
ENSG00000240490.2	misc_RNA	RN7SL277P	level 3
ENSG00000201609.1	snRNA	RNU4-28P	level 3
ENSG00000239027.1	snoRNA	snoU13	level 3
ENSG00000235185.1	antisense	RP5-1056L3.1	level 2
ENSG00000270136.1	protein_coding	MINOS1-NBL1	level 2
ENSG00000173436.9	protein_coding	MINOS1	level 2
ENSG00000226396.1	pseudogene	RPS14P3	level 1
ENSG00000158747.9	protein_coding	NBL1	level 1
ENSG00000158748.3	protein_coding	HTR6	level 2
ENSG00000162542.9	protein_coding	TMCO4	level 2
ENSG00000178828.5	protein_coding	RNF186	level 2
ENSG00000235434.1	antisense	RP11-91K11.2	level 1
ENSG00000169914.5	protein_coding	OTUD3	level 2
ENSG00000188784.4	protein_coding	PLA2G2E	level 2
ENSG00000242688.2	misc_RNA	RN7SL304P	level 3
ENSG00000188257.6	protein_coding	PLA2G2A	level 2
ENSG00000127472.6	protein_coding	PLA2G5	level 2
ENSG00000117215.10	protein_coding	PLA2G2D	level 2
ENSG00000158786.4	protein_coding	PLA2G2F	level 2
ENSG00000227066.1	lincRNA	RP3-340N1.2	level 1
ENSG00000187980.6	protein_coding	PLA2G2C	level 1
ENSG00000225986.1	antisense	RP3-340N1.5	level 1
ENSG00000162543.5	protein_coding	UBXN10	level 2
ENSG00000228105.1	lincRNA	RP3-340N1.6	level 1
ENSG00000158816.11	protein_coding	VWA5B1	level 1
ENSG00000226664.1	antisense	RP4-745E8.2	level 2
ENSG00000236963.1	lincRNA	RP4-749H3.1	level 2
ENSG00000226487.1	lincRNA	RP4-749H3.2	level 2
ENSG00000162545.5	protein_coding	CAMK2N1	level 2
ENSG00000090432.5	protein_coding	MUL1	level 2
ENSG00000215520.3	pseudogene	RPS4XP4	level 1
ENSG00000183114.6	protein_coding	FAM43B	level 2
ENSG00000158825.5	protein_coding	CDA	level 2
ENSG00000158828.5	protein_coding	PINK1	level 2
ENSG00000117242.7	antisense	PINK1-AS	level 2
ENSG00000257033.1	pseudogene	AL391357.1	level 3
ENSG00000244038.5	protein_coding	DDOST	level 2
ENSG00000117245.8	protein_coding	KIF17	level 2
ENSG00000235432.1	pseudogene	RP5-930J4.5	level 2
ENSG00000189410.7	protein_coding	SH2D5	level 2
ENSG00000233069.1	antisense	RP5-930J4.2	level 2
ENSG00000127483.13	protein_coding	HP1BP3	level 2
ENSG00000203394.2	antisense	RP5-930J4.4	level 2
ENSG00000075151.15	protein_coding	EIF4G3	level 2
ENSG00000251914.1	snRNA	RNU7-200P	level 3
ENSG00000221808.1	miRNA	MIR1256	level 3
ENSG00000233072.1	pseudogene	RPS15AP6	level 1
ENSG00000236073.2	pseudogene	RP11-487E1.2	level 1
ENSG00000235112.1	pseudogene	RP11-628K18.1	level 2
ENSG00000266867.1	miRNA	AL031005.1	level 3
ENSG00000117298.10	protein_coding	ECE1	level 1
ENSG00000236936.1	antisense	RP3-329E20.2	level 2
ENSG00000231105.1	antisense	RP5-1071N3.1	level 2
ENSG00000236216.4	pseudogene	PPP1R11P1	level 1
ENSG00000228823.1	pseudogene	RP11-293F5.8	level 2
ENSG00000236009.1	lincRNA	RP11-293F5.1	level 2
ENSG00000227001.2	pseudogene	NBPF2P	level 2
ENSG00000187952.8	pseudogene	HS6ST1P1	level 2
ENSG00000186543.7	pseudogene	CROCCP5	level 2
ENSG00000142794.14	protein_coding	NBPF3	level 2
ENSG00000176378.8	pseudogene	PFN1P10	level 1
ENSG00000162551.9	protein_coding	ALPL	level 2
ENSG00000233431.1	antisense	RP11-63N8.3	level 2
ENSG00000221781.1	miRNA	AL359815.1	level 3
ENSG00000076864.15	protein_coding	RAP1GAP	level 2
ENSG00000090686.11	protein_coding	USP48	level 1
ENSG00000231978.2	pseudogene	RP11-132G19.3	level 1
ENSG00000187942.7	protein_coding	LDLRAD2	level 2
ENSG00000142798.12	protein_coding	HSPG2	level 2
ENSG00000232037.2	pseudogene	RP11-26H16.1	level 1
ENSG00000219073.3	protein_coding	CELA3B	level 2
ENSG00000264385.1	misc_RNA	RN7SL421P	level 3
ENSG00000263991.1	misc_RNA	RN7SL386P	level 3
ENSG00000201919.1	snRNA	RNU6-1022P	level 3
ENSG00000142789.15	protein_coding	CELA3A	level 2
ENSG00000263582.1	misc_RNA	RN7SL768P	level 3
ENSG00000263929.1	misc_RNA	RN7SL186P	level 3
ENSG00000201273.1	snRNA	RNU6-776P	level 3
ENSG00000228397.1	lincRNA	RP1-224A6.3	level 2
ENSG00000218510.3	lincRNA	LINC00339	level 2
ENSG00000070831.11	protein_coding	CDC42	level 2
ENSG00000230068.2	sense_intronic	CDC42-IT1	level 2
ENSG00000271428.1	pseudogene	RP1-224A6.8	level 1
ENSG00000271840.1	lincRNA	RP1-224A6.9	level 2
ENSG00000162552.10	protein_coding	WNT4	level 2
ENSG00000266564.1	miRNA	MIR4418	level 3
ENSG00000234397.3	pseudogene	RP11-415K20.1	level 1
ENSG00000184677.12	protein_coding	ZBTB40	level 2
ENSG00000237200.1	sense_intronic	ZBTB40-IT1	level 2
ENSG00000070886.6	protein_coding	EPHA8	level 2
ENSG00000173372.12	protein_coding	C1QA	level 2
ENSG00000159189.7	protein_coding	C1QC	level 2
ENSG00000173369.11	protein_coding	C1QB	level 2
ENSG00000133216.12	protein_coding	EPHB2	level 2
ENSG00000265422.1	miRNA	MIR4684	level 3
ENSG00000216157.2	miRNA	AL611946.1	level 3
ENSG00000225952.1	antisense	RP11-69E9.1	level 2
ENSG00000264014.1	miRNA	MIR4253	level 3
ENSG00000272796.1	lincRNA	RP1-74M1.3	level 2
ENSG00000215906.4	protein_coding	LACTBL1	level 1
ENSG00000227868.2	protein_coding	C1orf234	level 1
ENSG00000004487.11	protein_coding	KDM1A	level 2
ENSG00000240553.1	antisense	RP1-184J9.2	level 2
ENSG00000263793.1	miRNA	MIR3115	level 3
ENSG00000266802.1	miRNA	MIR4419A	level 3
ENSG00000169641.9	protein_coding	LUZP1	level 2
ENSG00000229010.1	pseudogene	RP5-979D14.1	level 2
ENSG00000206935.1	snRNA	RNU6-514P	level 3
ENSG00000252578.1	snRNA	RNU6-135P	level 3
ENSG00000179546.3	protein_coding	HTR1D	level 2
ENSG00000215381.3	pseudogene	RP5-1057J7.1	level 1
ENSG00000261326.2	lincRNA	RP5-1057J7.6	level 2
ENSG00000125944.14	protein_coding	HNRNPR	level 2
ENSG00000125945.10	protein_coding	ZNF436	level 2
ENSG00000249087.3	protein_coding	C1orf213	level 1
ENSG00000201405.1	misc_RNA	Y_RNA	level 3
ENSG00000271420.1	lincRNA	RP5-1057J7.7	level 2
ENSG00000204219.5	protein_coding	TCEA3	level 2
ENSG00000232482.2	pseudogene	RP4-654C18.1	level 1
ENSG00000088280.14	protein_coding	ASAP3	level 1
ENSG00000007968.6	protein_coding	E2F2	level 2
ENSG00000235052.1	lincRNA	RP1-150O5.3	level 1
ENSG00000117318.8	protein_coding	ID3	level 2
ENSG00000197880.4	protein_coding	MDS2	level 2
ENSG00000229239.2	pseudogene	RP11-223J15.2	level 2
ENSG00000142676.8	protein_coding	RPL11	level 2
ENSG00000203589.2	pseudogene	RP5-886K2.1	level 2
ENSG00000244609.2	misc_RNA	RN7SL532P	level 3
ENSG00000011007.8	protein_coding	TCEB3	level 2
ENSG00000236810.1	antisense	RP5-886K2.3	level 2
ENSG00000057757.5	protein_coding	PITHD1	level 2
ENSG00000011009.6	protein_coding	LYPLA2	level 2
ENSG00000117308.10	protein_coding	GALE	level 2
ENSG00000117305.10	protein_coding	HMGCL	level 1
ENSG00000179163.11	protein_coding	FUCA1	level 2
ENSG00000188822.6	protein_coding	CNR2	level 2
ENSG00000264347.1	misc_RNA	RN7SL24P	level 3
ENSG00000238538.1	snoRNA	snoU13	level 3
ENSG00000229106.1	pseudogene	RP11-4M23.2	level 1
ENSG00000232557.3	antisense	RP11-4M23.3	level 2
ENSG00000264926.1	miRNA	MIR378F	level 3
ENSG00000230228.2	pseudogene	RP11-4M23.4	level 1
ENSG00000189266.7	protein_coding	PNRC2	level 2
ENSG00000188529.10	protein_coding	SRSF10	level 2
ENSG00000215905.4	pseudogene	RP11-4M23.7	level 1
ENSG00000225315.2	antisense	RP11-293P20.2	level 2
ENSG00000142661.14	protein_coding	MYOM3	level 2
ENSG00000230703.1	antisense	RP11-293P20.4	level 2
ENSG00000142677.3	protein_coding	IL22RA1	level 2
ENSG00000185436.7	protein_coding	IFNLR1	level 2
ENSG00000230023.2	lincRNA	RP11-10N16.2	level 2
ENSG00000221032.3	miRNA	AL590683.1	level 3
ENSG00000266511.1	miRNA	AL590683.2	level 3
ENSG00000232298.2	antisense	RP11-10N16.3	level 2
ENSG00000158055.11	protein_coding	GRHL3	level 2
ENSG00000001460.13	protein_coding	STPG1	level 2
ENSG00000001461.12	protein_coding	NIPAL3	level 2
ENSG00000117602.7	protein_coding	RCAN3	level 2
ENSG00000266551.1	misc_RNA	RN7SL857P	level 3
ENSG00000264443.1	lincRNA	RP4-594I10.3	level 2
ENSG00000184454.6	protein_coding	NCMAP	level 2
ENSG00000227312.2	pseudogene	RP11-496D1.2	level 1
ENSG00000239106.1	misc_RNA	Y_RNA	level 3
ENSG00000133226.12	protein_coding	SRRM1	level 2
ENSG00000238986.1	snoRNA	snoU13	level 3
ENSG00000169504.10	protein_coding	CLIC4	level 2
ENSG00000238482.1	snRNA	RNU6-1208P	level 3
ENSG00000020633.14	protein_coding	RUNX3	level 2
ENSG00000229162.1	antisense	RP11-84D1.1	level 1
ENSG00000261025.1	lincRNA	RP11-84D1.2	level 2
ENSG00000264371.1	miRNA	MIR4425	level 3
ENSG00000233755.1	lincRNA	RP4-799D16.1	level 1
ENSG00000233419.2	pseudogene	RP4-781L3.1	level 1
ENSG00000231953.1	antisense	RP4-706G24.1	level 1
ENSG00000117614.5	protein_coding	SYF2	level 2
ENSG00000117616.13	protein_coding	C1orf63	level 2
ENSG00000272432.1	lincRNA	RP3-465N24.6	level 2
ENSG00000261349.1	pseudogene	RP3-465N24.5	level 2
ENSG00000187010.14	protein_coding	RHD	level 2
ENSG00000224183.1	pseudogene	SDHDP6	level 2
ENSG00000259984.1	pseudogene	RP11-335G20.7	level 2
ENSG00000183726.6	protein_coding	TMEM50A	level 2
ENSG00000252515.1	snRNA	RNU6-1171P	level 3
ENSG00000238889.1	snoRNA	snoU13	level 3
ENSG00000188672.12	protein_coding	RHCE	level 2
ENSG00000238084.3	pseudogene	RP3-469D22.1	level 2
ENSG00000266468.1	miRNA	AL031284.1	level 3
ENSG00000204178.5	protein_coding	TMEM57	level 2
ENSG00000157978.7	protein_coding	LDLRAP1	level 2
ENSG00000225643.1	lincRNA	RP11-70P17.1	level 1
ENSG00000117643.10	protein_coding	MAN1C1	level 2
ENSG00000233478.1	antisense	RP1-187B23.1	level 2
ENSG00000162430.12	protein_coding	SEPN1	level 2
ENSG00000255054.3	protein_coding	RP1-317E23.6	level 2
ENSG00000228172.1	antisense	RP1-317E23.3	level 2
ENSG00000117640.13	protein_coding	MTFR1L	level 1
ENSG00000223474.2	protein_coding	AL020996.1	level 3
ENSG00000272478.1	antisense	RP1-317E23.7	level 2
ENSG00000127423.6	protein_coding	AUNIP	level 2
ENSG00000236528.1	antisense	RP1-125I3.2	level 2
ENSG00000182749.5	protein_coding	PAQR7	level 2
ENSG00000207302.1	misc_RNA	Y_RNA	level 3
ENSG00000117632.16	protein_coding	STMN1	level 2
ENSG00000229786.1	pseudogene	SNRPFP2	level 1
ENSG00000223624.1	pseudogene	RP1-125I3.4	level 1
ENSG00000264021.1	miRNA	MIR3917	level 3
ENSG00000266763.1	miRNA	AL033528.1	level 3
ENSG00000158006.9	protein_coding	PAFAH2	level 2
ENSG00000207237.1	snRNA	RNU6-110P	level 3
ENSG00000252190.1	snoRNA	SCARNA17	level 3
ENSG00000252691.1	snoRNA	SCARNA18	level 3
ENSG00000158008.5	protein_coding	EXTL1	level 2
ENSG00000158014.10	protein_coding	SLC30A2	level 2
ENSG00000158022.6	protein_coding	TRIM63	level 2
ENSG00000265320.1	miRNA	AL391650.1	level 3
ENSG00000175087.5	protein_coding	PDIK1L	level 2
ENSG00000197245.4	protein_coding	FAM110D	level 2
ENSG00000142684.7	protein_coding	ZNF593	level 2
ENSG00000236782.1	antisense	RP11-96L14.7	level 2
ENSG00000142675.13	protein_coding	CNKSR1	level 2
ENSG00000188782.3	protein_coding	CATSPER4	level 2
ENSG00000236155.2	pseudogene	RP11-231P20.2	level 1
ENSG00000130695.9	protein_coding	CEP85	level 2
ENSG00000270733.1	pseudogene	RP11-231P20.5	level 1
ENSG00000142669.9	protein_coding	SH3BGRL3	level 2
ENSG00000158062.16	protein_coding	UBXN11	level 2
ENSG00000169442.4	protein_coding	CD52	level 2
ENSG00000176092.9	protein_coding	AIM1L	level 1
ENSG00000225854.2	pseudogene	RP11-569G9.7	level 1
ENSG00000265143.1	misc_RNA	RN7SL490P	level 3
ENSG00000176083.13	protein_coding	ZNF683	level 1
ENSG00000131914.6	protein_coding	LIN28A	level 2
ENSG00000117682.12	protein_coding	DHDDS	level 1
ENSG00000223583.1	pseudogene	RP3-476K8.4	level 1
ENSG00000225891.1	antisense	RP3-476K8.3	level 2
ENSG00000198830.6	protein_coding	HMGN2	level 2
ENSG00000224129.1	pseudogene	DPPA2P2	level 1
ENSG00000117676.9	protein_coding	RPS6KA1	level 2
ENSG00000238705.1	miRNA	MIR1976	level 3
ENSG00000243905.2	misc_RNA	RN7SL679P	level 3
ENSG00000252802.1	misc_RNA	Y_RNA	level 3
ENSG00000229247.2	pseudogene	RP11-492M19.3	level 1
ENSG00000238316.1	snoRNA	snoU13	level 3
ENSG00000235069.2	pseudogene	RP4-785J1.1	level 1
ENSG00000260063.1	antisense	RP5-968P14.2	level 2
ENSG00000117713.13	protein_coding	ARID1A	level 1
ENSG00000266138.1	misc_RNA	RN7SL501P	level 3
ENSG00000060642.6	protein_coding	PIGV	level 2
ENSG00000241188.2	misc_RNA	RN7SL165P	level 3
ENSG00000204160.7	protein_coding	ZDHHC18	level 2
ENSG00000175793.10	protein_coding	SFN	level 2
ENSG00000226698.1	antisense	RP1-50O24.6	level 2
ENSG00000142751.10	protein_coding	GPN2	level 2
ENSG00000198746.8	protein_coding	GPATCH3	level 2
ENSG00000090273.9	protein_coding	NUDC	level 2
ENSG00000131910.4	protein_coding	NR0B2	level 2
ENSG00000175707.7	protein_coding	C1orf172	level 2
ENSG00000172746.6	pseudogene	RP11-344H11.4	level 1
ENSG00000224064.1	pseudogene	RP11-344H11.5	level 1
ENSG00000225294.1	pseudogene	OSTCP2	level 1
ENSG00000253368.3	protein_coding	TRNP1	level 2
ENSG00000158246.7	protein_coding	FAM46B	level 2
ENSG00000090020.6	protein_coding	SLC9A1	level 2
ENSG00000229985.2	pseudogene	RP11-40H20.5	level 1
ENSG00000214973.3	pseudogene	CHCHD3P3	level 1
ENSG00000225159.1	pseudogene	NPM1P39	level 1
ENSG00000225990.2	pseudogene	SNRPEP7	level 1
ENSG00000224311.1	antisense	RP11-40H20.4	level 2
ENSG00000142784.11	protein_coding	WDTC1	level 2
ENSG00000252098.1	misc_RNA	Y_RNA	level 3
ENSG00000243659.1	pseudogene	RP11-4K3__A.3	level 1
ENSG00000186501.10	protein_coding	TMEM222	level 2
ENSG00000206888.1	snRNA	RNU6-48P	level 3
ENSG00000241547.1	pseudogene	RP11-4K3__A.5	level 1
ENSG00000142765.13	protein_coding	SYTL1	level 2
ENSG00000142733.10	protein_coding	MAP3K6	level 2
ENSG00000142748.8	protein_coding	FCN3	level 2
ENSG00000174950.6	protein_coding	CD164L2	level 2
ENSG00000231207.1	pseudogene	RP1-144C9.2	level 2
ENSG00000181773.6	protein_coding	GPR3	level 2
ENSG00000158195.6	protein_coding	WASF2	level 2
ENSG00000241169.1	lincRNA	RP4-752I6.1	level 2
ENSG00000237429.1	antisense	RP1-159A19.4	level 2
ENSG00000126705.9	protein_coding	AHDC1	level 2
ENSG00000000938.8	protein_coding	FGR	level 2
ENSG00000235912.1	pseudogene	RP1-159A19.3	level 2
ENSG00000233975.1	lincRNA	RP11-288L9.1	level 2
ENSG00000126709.10	protein_coding	IFI6	level 2
ENSG00000225886.1	antisense	RP11-288L9.4	level 2
ENSG00000206767.1	snRNA	RNU6-949P	level 3
ENSG00000226662.2	pseudogene	CHMP1AP1	level 1
ENSG00000207095.1	snRNA	RNU6-424P	level 3
ENSG00000009780.11	protein_coding	FAM76A	level 1
ENSG00000231344.1	pseudogene	RP3-426I6.2	level 1
ENSG00000230833.1	pseudogene	RPEP3	level 1
ENSG00000117758.9	protein_coding	STX12	level 2
ENSG00000269971.1	sense_intronic	RP3-426I6.5	level 2
ENSG00000270031.1	sense_intronic	RP3-426I6.6	level 2
ENSG00000223062.1	snRNA	RNU6-1245P	level 3
ENSG00000117751.13	protein_coding	PPP1R8	level 1
ENSG00000252947.1	snoRNA	SCARNA1	level 3
ENSG00000268552.1	protein_coding	AL109927.1	level 3
ENSG00000130775.11	protein_coding	THEMIS2	level 2
ENSG00000117748.5	protein_coding	RPA2	level 2
ENSG00000130768.10	protein_coding	SMPDL3B	level 2
ENSG00000227050.1	antisense	RP11-460I13.2	level 2
ENSG00000158156.7	protein_coding	XKR8	level 2
ENSG00000158161.11	protein_coding	EYA3	level 2
ENSG00000238231.2	pseudogene	RP11-460I13.6	level 1
ENSG00000240750.2	misc_RNA	RN7SL559P	level 3
ENSG00000228589.2	pseudogene	SPCS2P4	level 2
ENSG00000228943.1	pseudogene	RP5-1053E7.2	level 1
ENSG00000214812.3	pseudogene	RP5-1053E7.3	level 1
ENSG00000253005.1	snRNA	RNU6-176P	level 3
ENSG00000252429.1	snRNA	RNU7-29P	level 3
ENSG00000169403.7	protein_coding	PTAFR	level 2
ENSG00000126698.6	protein_coding	DNAJC8	level 2
ENSG00000215902.1	protein_coding	AL353354.1	level 3
ENSG00000269804.1	protein_coding	AL353354.2	level 3
ENSG00000130770.13	protein_coding	ATPIF1	level 1
ENSG00000270605.1	antisense	RP5-1092A3.4	level 2
ENSG00000271398.1	lincRNA	RP5-1092A3.5	level 2
ENSG00000130766.4	protein_coding	SESN2	level 2
ENSG00000130772.9	protein_coding	MED18	level 2
ENSG00000204138.8	protein_coding	PHACTR4	level 2
ENSG00000206779.1	misc_RNA	Y_RNA	level 3
ENSG00000229820.2	pseudogene	RP1-308E4.1	level 1
